learning_rate,finetune_learning_rate,dropout_rate1,dropout_rate2,width_shift,height_shift,shear,zoom,finetune_width_shift,finetune_height_shift,finetune_shear,finetune_zoom,num_conv_layers,num_dense_layers,num_maxpools,neurons_first_conv,neurons_remaining_conv,neurons_dense,rotation,finetune_rotation,horizontal_flip,finetune_horizontal_flip,epochs,finetune_epochs,num_fixed_layers,reinitialize_weights
0.004214150943396226,0.008785849056603772,0.07358490566037736,0.600943396226415,0.32264150943396225,0.15283018867924528,0.3632075471698113,0.40188679245283015,0.29056603773584905,0.15471698113207547,0.5613207547169811,0.24528301886792453,4.0,2.0,1.0,5.0,4.0,6.0,200.0,187.0,1.0,1.0,10.0,1695.0,5.0,0.0
0.001440566037735849,0.0007537735849056605,0.2547169811320754,0.5877358490566037,0.5830188679245283,0.03962264150943396,0.5349056603773584,0.1641509433962264,0.1018867924528302,0.39622641509433965,0.5349056603773584,0.026415094339622643,4.0,2.0,1.0,4.0,6.0,6.0,275.0,17.0,1.0,1.0,4.0,1193.0,2.0,1.0
0.003382075471698113,0.0046764150943396235,0.15283018867924528,0.5349056603773584,0.5943396226415094,0.3452830188679245,0.5745283018867924,0.4471698113207547,0.22264150943396227,0.16226415094339622,0.46886792452830184,0.0037735849056603774,5.0,2.0,2.0,4.0,6.0,8.0,350.0,31.0,0.0,1.0,4.0,1516.0,5.0,0.0
0.003566981132075471,0.008972641509433962,0.28867924528301886,0.6537735849056604,0.10754716981132074,0.4245283018867924,0.46886792452830184,0.3339622641509434,0.033962264150943396,0.07169811320754717,0.2443396226415094,0.3433962264150943,4.0,1.0,1.0,5.0,7.0,6.0,153.0,228.0,1.0,1.0,9.0,1408.0,8.0,0.0
0.004306603773584905,0.005610377358490567,0.11886792452830187,0.35,0.13018867924528302,0.14150943396226415,0.6933962264150944,0.390566037735849,0.011320754716981133,0.04905660377358491,0.6273584905660377,0.01886792452830189,4.0,2.0,1.0,5.0,6.0,7.0,255.0,289.0,0.0,0.0,8.0,1158.0,11.0,1.0
0.002734905660377358,0.008038679245283018,0.20943396226415092,0.29716981132075465,0.35660377358490564,0.5716981132075472,0.20471698113207545,0.28867924528301886,0.2981132075471698,0.07924528301886792,0.270754716981132,0.3886792452830189,3.0,1.0,1.0,6.0,5.0,7.0,10.0,255.0,0.0,1.0,5.0,1946.0,10.0,1.0
0.003197169811320754,0.0041160377358490565,0.4471698113207547,0.0330188679245283,0.36792452830188677,0.3,0.6273584905660377,0.03962264150943396,0.17735849056603775,0.16981132075471697,0.11226415094339622,0.1471698113207547,3.0,1.0,1.0,4.0,5.0,10.0,132.0,24.0,1.0,0.0,7.0,476.0,3.0,0.0
0.0008858490566037736,0.0044896226415094345,0.5037735849056603,0.4292452830188679,0.3339622641509434,0.4471698113207547,0.48207547169811316,0.560377358490566,0.041509433962264156,0.1849056603773585,0.680188679245283,0.32075471698113206,2.0,2.0,1.0,3.0,6.0,8.0,85.0,221.0,0.0,1.0,4.0,1803.0,11.0,0.0
0.004768867924528302,0.006170754716981133,0.32264150943396225,0.2443396226415094,0.20943396226415092,0.36792452830188677,0.17830188679245282,0.1981132075471698,0.1471698113207547,0.19245283018867926,0.6933962264150944,0.06415094339622641,2.0,1.0,0.0,4.0,7.0,6.0,268.0,268.0,0.0,0.0,5.0,1731.0,9.0,0.0
0.001070754716981132,0.005050000000000001,0.5943396226415094,0.07264150943396226,0.07358490566037736,0.40188679245283015,0.0990566037735849,0.5264150943396225,0.39622641509433965,0.1169811320754717,0.3632075471698113,0.20754716981132076,5.0,3.0,1.0,5.0,4.0,5.0,194.0,98.0,1.0,0.0,4.0,333.0,6.0,0.0
0.00042358490566037733,0.007104716981132076,0.48113207547169806,0.1650943396226415,0.40188679245283015,0.10754716981132074,0.11226415094339622,0.3452830188679245,0.12452830188679245,0.2528301886792453,0.0990566037735849,0.38113207547169814,2.0,1.0,0.0,4.0,5.0,7.0,329.0,105.0,0.0,1.0,6.0,1659.0,13.0,1.0
0.0038443396226415087,0.003368867924528302,0.3,0.3632075471698113,0.11886792452830187,0.062264150943396226,0.32358490566037734,0.23207547169811318,0.32075471698113206,0.3283018867924528,0.41603773584905657,0.09433962264150944,3.0,2.0,1.0,3.0,5.0,8.0,282.0,214.0,0.0,0.0,3.0,1624.0,5.0,1.0
0.002642452830188679,0.0029952830188679246,0.09622641509433962,0.5745283018867924,0.14150943396226415,0.005660377358490566,0.05943396226415094,0.15283018867924528,0.30566037735849055,0.09433962264150944,0.05943396226415094,0.3283018867924528,4.0,1.0,0.0,4.0,6.0,7.0,248.0,92.0,1.0,1.0,9.0,1480.0,4.0,1.0
0.00495377358490566,0.0076650943396226415,0.02830188679245283,0.38962264150943393,0.1641509433962264,0.2433962264150943,0.40283018867924525,0.2660377358490566,0.05660377358490566,0.05660377358490566,0.3764150943396226,0.08679245283018869,2.0,3.0,1.0,5.0,7.0,5.0,126.0,234.0,1.0,0.0,7.0,1588.0,7.0,0.0
0.00014622641509433963,0.0035556603773584904,0.1641509433962264,0.5084905660377358,0.23207547169811318,0.5943396226415094,0.680188679245283,0.36792452830188677,0.3584905660377358,0.0037735849056603774,0.6537735849056604,0.22264150943396227,4.0,2.0,1.0,4.0,6.0,10.0,173.0,78.0,1.0,1.0,7.0,871.0,4.0,0.0
0.0006084905660377359,0.0005669811320754718,0.23207547169811318,0.5613207547169811,0.27735849056603773,0.2660377358490566,0.2311320754716981,0.14150943396226415,0.19245283018867926,0.033962264150943396,0.32358490566037734,0.04905660377358491,4.0,0.0,2.0,4.0,6.0,8.0,309.0,207.0,0.0,1.0,5.0,1982.0,3.0,0.0
0.0017179245283018866,0.0028084905660377356,0.4924528301886792,0.0990566037735849,0.43584905660377354,0.05094339622641509,0.4292452830188679,0.3113207547169811,0.1849056603773585,0.36603773584905663,0.600943396226415,0.3584905660377358,3.0,3.0,0.0,4.0,6.0,6.0,343.0,262.0,1.0,0.0,5.0,441.0,4.0,0.0
0.0003311320754716981,0.006357547169811321,0.05094339622641509,0.4556603773584905,0.22075471698113205,0.5377358490566037,0.08584905660377358,0.5150943396226414,0.24528301886792453,0.1320754716981132,0.29716981132075465,0.21509433962264152,5.0,0.0,2.0,3.0,4.0,8.0,302.0,126.0,0.0,0.0,8.0,692.0,6.0,1.0
0.0023650943396226415,0.00785188679245283,0.2660377358490566,0.5216981132075471,0.5264150943396225,0.27735849056603773,0.29716981132075465,0.17547169811320754,0.2830188679245283,0.1471698113207547,0.07264150943396226,0.1018867924528302,2.0,3.0,0.0,4.0,5.0,7.0,31.0,302.0,1.0,0.0,10.0,154.0,5.0,1.0
0.0028273584905660373,0.005423584905660378,0.35660377358490564,0.5481132075471697,0.1981132075471698,0.11886792452830187,0.00660377358490566,0.5490566037735849,0.2679245283018868,0.21509433962264152,0.6141509433962263,0.2,5.0,2.0,1.0,4.0,6.0,9.0,105.0,180.0,1.0,0.0,3.0,1014.0,9.0,1.0
0.004491509433962264,0.003929245283018868,0.062264150943396226,0.2311320754716981,0.02830188679245283,0.5490566037735849,0.5877358490566037,0.2547169811320754,0.09433962264150944,0.3735849056603774,0.5745283018867924,0.26037735849056604,4.0,2.0,1.0,6.0,7.0,9.0,160.0,166.0,0.0,1.0,9.0,118.0,8.0,1.0
0.001995283018867924,0.003182075471698113,0.1981132075471698,0.270754716981132,0.4471698113207547,0.016981132075471698,0.21792452830188677,0.3,0.07169811320754717,0.17735849056603775,0.35,0.2981132075471698,4.0,1.0,2.0,5.0,6.0,9.0,51.0,200.0,1.0,1.0,7.0,1050.0,12.0,0.0
0.003936792452830188,0.00523679245283019,0.46981132075471693,0.48207547169811316,0.5490566037735849,0.20943396226415092,0.3764150943396226,0.46981132075471693,0.3886792452830189,0.33584905660377357,0.6669811320754717,0.33584905660377357,3.0,2.0,1.0,5.0,6.0,8.0,336.0,343.0,1.0,0.0,3.0,225.0,1.0,1.0
0.00023867924528301888,0.009906603773584906,0.14150943396226415,0.6273584905660377,0.062264150943396226,0.390566037735849,0.38962264150943393,0.5830188679245283,0.3735849056603774,0.23773584905660378,0.2575471698113207,0.05660377358490566,5.0,1.0,0.0,5.0,5.0,5.0,119.0,336.0,0.0,1.0,8.0,1086.0,7.0,0.0
0.0011632075471698113,0.00224811320754717,0.5150943396226414,0.6669811320754717,0.4132075471698113,0.4132075471698113,0.01981132075471698,0.09622641509433962,0.3433962264150943,0.29056603773584905,0.2311320754716981,0.39622641509433965,4.0,1.0,0.0,4.0,7.0,6.0,92.0,194.0,1.0,1.0,9.0,297.0,5.0,1.0
0.003012264150943396,0.00019339622641509433,0.5830188679245283,0.13867924528301884,0.5150943396226414,0.08490566037735849,0.5084905660377358,0.35660377358490564,0.1169811320754717,0.24528301886792453,0.33679245283018866,0.033962264150943396,3.0,2.0,1.0,3.0,5.0,8.0,323.0,295.0,1.0,0.0,6.0,1910.0,2.0,0.0
0.004029245283018868,0.007291509433962264,0.016981132075471698,0.12547169811320752,0.560377358490566,0.5150943396226414,0.12547169811320752,0.4132075471698113,0.2528301886792453,0.2679245283018868,0.4424528301886792,0.1320754716981132,2.0,0.0,1.0,5.0,4.0,6.0,139.0,316.0,0.0,1.0,9.0,1229.0,11.0,0.0
0.0025499999999999997,0.0009405660377358492,0.43584905660377354,0.6141509433962263,0.05094339622641509,0.28867924528301886,0.35,0.18679245283018867,0.16226415094339622,0.20754716981132076,0.4556603773584905,0.30566037735849055,3.0,1.0,0.0,6.0,5.0,7.0,78.0,85.0,1.0,0.0,7.0,835.0,10.0,1.0
0.004121698113207547,0.008599056603773584,0.5490566037735849,0.21792452830188677,0.390566037735849,0.560377358490566,0.4424528301886792,0.062264150943396226,0.3283018867924528,0.3433962264150943,0.28396226415094333,0.16226415094339622,5.0,0.0,2.0,5.0,7.0,9.0,221.0,153.0,1.0,0.0,10.0,1301.0,12.0,1.0
0.0005160377358490566,0.0011273584905660378,0.2433962264150943,0.00660377358490566,0.3452830188679245,0.43584905660377354,0.6669811320754717,0.27735849056603773,0.07924528301886792,0.10943396226415095,0.15188679245283018,0.23773584905660378,4.0,2.0,0.0,5.0,4.0,7.0,262.0,3.0,0.0,0.0,4.0,1337.0,7.0,1.0
0.004861320754716981,0.008412264150943396,0.10754716981132074,0.19150943396226414,0.3113207547169811,0.09622641509433962,0.15188679245283018,0.005660377358490566,0.33584905660377357,0.2,0.00660377358490566,0.07924528301886792,3.0,1.0,1.0,6.0,5.0,6.0,146.0,173.0,0.0,1.0,6.0,1767.0,13.0,0.0
0.0012556603773584906,0.009533018867924528,0.4245283018867924,0.6933962264150944,0.48113207547169806,0.3113207547169811,0.270754716981132,0.10754716981132074,0.10943396226415095,0.2981132075471698,0.0330188679245283,0.19245283018867926,5.0,2.0,2.0,5.0,7.0,10.0,289.0,71.0,1.0,0.0,8.0,548.0,12.0,0.0
0.0037518867924528298,0.007478301886792453,0.005660377358490566,0.41603773584905657,0.03962264150943396,0.3792452830188679,0.13867924528301884,0.07358490566037736,0.26037735849056604,0.26037735849056604,0.19150943396226414,0.35094339622641507,4.0,3.0,2.0,6.0,5.0,5.0,357.0,146.0,1.0,0.0,10.0,1444.0,3.0,0.0
0.000956656616554039,0.002150240105553468,0.296501952248281,0.4176778563407492,0.5667062046853548,0.13998042838067623,0.5239411236902289,0.04095079446895558,0.049788477594073094,0.3823767951787784,0.6463146970058294,0.050618877192908765,4.0,2.0,1.0,4.0,7.0,6.0,25.0,14.0,0.0,0.0,4.0,1193.0,4.0,0.0
0.000956656616554039,0.002150240105553468,0.3120808280535538,0.4176778563407492,0.5667062046853548,0.13998042838067623,0.5239411236902289,0.09850302388308516,0.015471665180226253,0.35855150029021743,0.6463146970058294,0.04330540058546112,2.0,1.0,1.0,4.0,6.0,5.0,25.0,11.0,0.0,0.0,4.0,1972.0,6.0,1.0
0.0005910481090930206,0.00016876599016501896,0.296501952248281,0.3995008455377147,0.5667062046853548,0.13998042838067623,0.5960631260208875,0.020503238697367324,0.049788477594073094,0.37965896920613107,0.5560228134361922,0.018786530089280683,2.0,1.0,2.0,5.0,6.0,6.0,25.0,14.0,1.0,0.0,4.0,1562.0,4.0,0.0
0.000956656616554039,0.0016232078730393919,0.5273816184483777,0.577928908350827,0.5004726516266711,0.13998042838067623,0.5806163152032232,0.04095079446895558,0.049788477594073094,0.3823767951787784,0.511974104504786,0.11492636371207937,2.0,3.0,1.0,5.0,6.0,6.0,80.0,59.0,1.0,0.0,4.0,656.0,9.0,0.0
0.000956656616554039,0.002150240105553468,0.27595642212876315,0.4176778563407492,0.5667062046853548,0.13998042838067623,0.5239411236902289,0.04095079446895558,0.049788477594073094,0.37020899726998197,0.6463146970058294,0.050618877192908765,4.0,1.0,0.0,4.0,6.0,6.0,47.0,14.0,0.0,0.0,4.0,199.0,7.0,0.0
0.000956656616554039,0.002273669798045172,0.2745198893839456,0.4176778563407492,0.5667062046853548,0.04969274886018604,0.6154100107892353,0.05352609877254812,0.049788477594073094,0.3823767951787784,0.5269560018799505,0.050618877192908765,3.0,2.0,1.0,4.0,7.0,6.0,25.0,114.0,1.0,0.0,4.0,1324.0,11.0,0.0
0.000956656616554039,0.002150240105553468,0.296501952248281,0.4176778563407492,0.5667062046853548,0.13005677700439403,0.5239411236902289,0.04095079446895558,0.19338692129402063,0.32732141765061257,0.39953136715274995,0.050618877192908765,4.0,3.0,1.0,3.0,5.0,8.0,122.0,14.0,1.0,0.0,4.0,1193.0,5.0,0.0
0.0002506102036836885,0.0016892102339994297,0.296501952248281,0.6154588359894843,0.5667062046853548,0.13998042838067623,0.5964374617803295,0.04095079446895558,0.12682397277750335,0.3823767951787784,0.6590543305054523,0.0440797506827437,4.0,1.0,1.0,4.0,5.0,6.0,25.0,14.0,1.0,0.0,4.0,1181.0,9.0,0.0
0.000956656616554039,0.002150240105553468,0.296501952248281,0.40016622211493547,0.5525334407965035,0.13998042838067623,0.5239411236902289,0.04095079446895558,0.07331728442278916,0.3823767951787784,0.6463146970058294,0.039028916199768435,4.0,3.0,1.0,4.0,7.0,8.0,25.0,14.0,0.0,0.0,4.0,1766.0,3.0,0.0
0.0009014973218730713,0.003740991202476818,0.26159936000773276,0.43898005110352556,0.46024574394627604,0.13998042838067623,0.24416428960850112,0.03232872182730212,0.09796916232029115,0.3823767951787784,0.6463146970058294,0.050618877192908765,3.0,2.0,1.0,6.0,7.0,6.0,5.0,7.0,1.0,0.0,4.0,377.0,4.0,0.0
0.0004817911294993482,0.003377495139805036,0.296501952248281,0.4176778563407492,0.5667062046853548,0.13998042838067623,0.45066309433688406,0.04095079446895558,0.049788477594073094,0.3823767951787784,0.5659758202324101,0.026232707152979963,4.0,2.0,1.0,4.0,7.0,6.0,68.0,14.0,0.0,1.0,4.0,1290.0,3.0,1.0
0.000956656616554039,0.000618601899233124,0.11925883820570321,0.39594554033415025,0.5418969605065902,0.44764931015196163,0.5239411236902289,0.09085610587512033,0.049788477594073094,0.3823767951787784,0.6463146970058294,0.050618877192908765,4.0,2.0,1.0,6.0,7.0,6.0,25.0,104.0,0.0,0.0,4.0,1193.0,4.0,0.0
0.000956656616554039,0.0016684594076822137,0.19585886684023873,0.4415698242767917,0.5667062046853548,0.13998042838067623,0.5239411236902289,0.04095079446895558,0.12456222026748079,0.3823767951787784,0.45067592267409107,0.050618877192908765,4.0,2.0,2.0,5.0,6.0,6.0,25.0,14.0,0.0,0.0,4.0,1424.0,4.0,0.0
0.000956656616554039,0.0016684594076822137,0.19585886684023873,0.6402854159663574,0.5612873163518385,0.2746376861346107,0.5239411236902289,0.04095079446895558,0.12456222026748079,0.3823767951787784,0.3468747840718283,0.04337581684641301,4.0,3.0,2.0,6.0,6.0,6.0,184.0,14.0,0.0,0.0,4.0,1039.0,4.0,0.0
0.000956656616554039,0.0016684594076822137,0.09587645046241054,0.4415698242767917,0.5667062046853548,0.13998042838067623,0.5239411236902289,0.04095079446895558,0.12456222026748079,0.3823767951787784,0.4669655562127779,0.050618877192908765,4.0,3.0,2.0,5.0,6.0,6.0,6.0,20.0,0.0,0.0,6.0,826.0,4.0,0.0
0.0005066040202099382,0.0019122128924846003,0.19585886684023873,0.6648988186617375,0.5035268064042139,0.13998042838067623,0.5239411236902289,0.0624570028786582,0.009889348106983456,0.3823767951787784,0.5904377281452455,0.050618877192908765,2.0,2.0,2.0,5.0,4.0,6.0,25.0,4.0,0.0,0.0,5.0,1212.0,4.0,0.0
0.00014527814499908662,0.0016684594076822137,0.19585886684023873,0.4415698242767917,0.5667062046853548,0.05548544201476903,0.5239411236902289,0.04095079446895558,0.12456222026748079,0.3823767951787784,0.47519837888905253,0.03901183147921794,4.0,2.0,2.0,5.0,6.0,5.0,30.0,138.0,0.0,0.0,4.0,1636.0,4.0,0.0
0.000956656616554039,0.0016684594076822137,0.19585886684023873,0.4415698242767917,0.40883289815912366,0.26146099521230126,0.5239411236902289,0.04095079446895558,0.12456222026748079,0.3823767951787784,0.45067592267409107,0.11450186490942109,4.0,2.0,2.0,5.0,6.0,6.0,161.0,25.0,0.0,0.0,4.0,1845.0,4.0,0.0
0.000956656616554039,0.0016684594076822137,0.08496635601030576,0.39035176341899724,0.525284266267545,0.13998042838067623,0.5239411236902289,0.08339138422214473,0.12456222026748079,0.1979968821223057,0.45067592267409107,0.050618877192908765,4.0,2.0,2.0,5.0,6.0,5.0,25.0,14.0,0.0,1.0,4.0,1501.0,4.0,0.0
0.000956656616554039,0.0016684594076822137,0.11286281931127728,0.4415698242767917,0.5667062046853548,0.13998042838067623,0.6656983388800123,0.04095079446895558,0.12456222026748079,0.3823767951787784,0.45067592267409107,0.050618877192908765,4.0,3.0,2.0,5.0,7.0,6.0,25.0,14.0,0.0,0.0,4.0,1424.0,5.0,0.0
0.000956656616554039,0.0016684594076822137,0.19585886684023873,0.4415698242767917,0.5849775443548021,0.1461268671461346,0.43662012125869687,0.04095079446895558,0.12456222026748079,0.3823767951787784,0.5793280992890957,0.050618877192908765,5.0,2.0,2.0,5.0,6.0,6.0,206.0,14.0,0.0,0.0,4.0,1622.0,4.0,0.0
0.0008295465455487585,0.00468455748156841,0.1808991368586054,0.4415698242767917,0.5667062046853548,0.13998042838067623,0.40847419648996697,0.0194053353470876,0.05418329539990831,0.3823767951787784,0.45067592267409107,0.050618877192908765,4.0,2.0,2.0,4.0,6.0,5.0,124.0,101.0,0.0,0.0,6.0,1424.0,4.0,0.0
0.000956656616554039,0.002376394444082731,0.5008058756922972,0.4415698242767917,0.5667062046853548,0.13998042838067623,0.5239411236902289,0.04095079446895558,0.12456222026748079,0.3823767951787784,0.5725789409997709,0.050618877192908765,4.0,2.0,1.0,5.0,6.0,6.0,25.0,37.0,0.0,0.0,4.0,1424.0,2.0,0.0
0.000956656616554039,0.0016684594076822137,0.19585886684023873,0.4415698242767917,0.5667062046853548,0.13998042838067623,0.31447509864409406,0.04095079446895558,0.12456222026748079,0.3823767951787784,0.45067592267409107,0.050618877192908765,4.0,2.0,2.0,5.0,6.0,5.0,25.0,14.0,0.0,0.0,4.0,638.0,4.0,0.0
0.0005295110799005585,0.0028292069684145212,0.19585886684023873,0.4415698242767917,0.5667062046853548,0.13998042838067623,0.5239411236902289,0.04095079446895558,0.12456222026748079,0.30660626335035046,0.45067592267409107,0.050618877192908765,5.0,2.0,2.0,5.0,6.0,6.0,25.0,14.0,0.0,0.0,4.0,1045.0,4.0,0.0
0.000956656616554039,0.0016684594076822137,0.2813914846813576,0.4415698242767917,0.5667094638758865,0.13998042838067623,0.5239411236902289,0.04095079446895558,0.12456222026748079,0.3231396991883681,0.45067592267409107,0.050618877192908765,3.0,2.0,2.0,5.0,6.0,6.0,174.0,14.0,0.0,0.0,4.0,1990.0,4.0,0.0
0.000956656616554039,0.00289303201998668,0.19585886684023873,0.4415698242767917,0.5667062046853548,0.13998042838067623,0.20829062687016286,0.04095079446895558,0.03149451155274886,0.3823767951787784,0.45067592267409107,0.050618877192908765,4.0,2.0,2.0,5.0,6.0,6.0,25.0,8.0,0.0,0.0,4.0,1424.0,2.0,0.0
0.000956656616554039,0.003862858435116831,0.19585886684023873,0.35622956412442636,0.5562869699262559,0.13998042838067623,0.574560801481087,0.04095079446895558,0.03253614609321455,0.3823767951787784,0.6473496829672103,0.1646846038786156,4.0,0.0,2.0,5.0,6.0,6.0,77.0,14.0,0.0,0.0,3.0,1424.0,4.0,0.0
