,1,2,3,4,5,6,7,8,9,10
0,0.20000000298023224,0.5843999981880188,0.44780001044273376,0.5612000226974487,0.5763999819755554,0.20000000298023224,0.37700000405311584,0.48080000281333923,0.4830000102519989,0.492000013589859
0,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.17820000648498535,0.20000000298023224,0.20000000298023224
0,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
0,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
0,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
0,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
0,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
0,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.19979999959468842,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20059999823570251,0.20000000298023224
0,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.21220000088214874,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
0,0.20000000298023224,0.3059999942779541,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
